period,value,unit,unit_multiplier,status
2010,22.1,percent,0,final
2011,21.6,percent,0,final
2012,19.8,percent,0,final
2013,18.5,percent,0,final
2014,17.3,percent,0,final
2015,16.7,percent,0,final
2016,16.2,percent,0,final
2017,16.1,percent,0,final
2018,15,percent,0,final
2019,13.4,percent,0,final
2020,13.2,percent,0,final
2021,13.1,percent,0,final
2022,13.1,percent,0,final
2023,11.4,percent,0,final
2024,9.9,percent,0,final
2025,9.4,percent,0,final
