period,value,unit,unit_multiplier,status
2020-03,11.9,percent,0,final
2021-03,10.1,percent,0,final
2022-03,14.2,percent,0,final
2023-03,11.8,percent,0,final
2024-03,12.7,percent,0,final
2025-03,11.1,percent,0,final
2026-03,9,percent,0,final
