period,value,unit,unit_multiplier,status
2015,15.54,percent,0,final
2016,13.12,percent,0,final
2017,11.2,percent,0,final
2018,9.08,percent,0,final
2019,7.79,percent,0,final
2020,7.01,percent,0,final
2021,7.27,percent,0,final
2022,5.55,percent,0,final
2023,5.7,percent,0,final
2024,6.44,percent,0,final
2025,7.31,percent,0,final
